proposal,skill,mapper_payload
v0_080_special_call_for_proposals_under_scheduled_castes_sc_and_scheduled_tribes_st_category_under_icps_programme,artificial intelligence,"[['I.2'], ['ARTIFICIAL INTELLIGENCE'], ['artificial intelligence']]"
v0_080_special_call_for_proposals_under_scheduled_castes_sc_and_scheduled_tribes_st_category_under_icps_programme,building,"[['B.5.3', 'B.4.5', 'B.6.2', 'B.7.3'], ['Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability, Testing, and Fault-Tolerance** (B.8)', 'Built-in tests**', 'Diagnostics**', 'Error-checking**', 'Hardware reliability**', 'Redundant design**', 'Test generation**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**'], ['reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing faulttolerance', 'builtin test', 'diagnostics', 'errorchecking', 'hardware reliability', 'redundant design', 'test generation', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability']]"
v0_080_special_call_for_proposals_under_scheduled_castes_sc_and_scheduled_tribes_st_category_under_icps_programme,machine learning,"[['I.2.7'], ['Natural Language Processing', 'Discourse', 'Language generation', 'Language models', 'Language parsing and understanding', 'Machine translation', 'Speech recognition and synthesis', 'Text analysis'], ['natural language processing', 'discourse', 'language generation', 'language model', 'language parsing understanding', 'machine translation', 'speech recognition synthesis', 'text analysis']]"
v0_081_call___indo_norway_joint_research_projects_in_st,environment,"[['I.6.7'], ['Simulation Support Systems', 'Environments'], ['simulation support system', 'environment']]"
v0_081_call___indo_norway_joint_research_projects_in_st,material,"[['G.1.3'], ['Numerical Linear Algebra', 'Conditioning', 'Determinants**', 'Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', 'Error analysis', 'Linear systems (direct and iterative methods)', 'Matrix inversion', 'Pseudoinverses**', 'Singular value decomposition (NEW)', 'Sparse, structured, and very large systems (direct and iterative methods) (REVISED)'], ['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']]"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,design,"[['B.5.1', 'D.2.10'], ['Design', 'Arithmetic and logic units', 'Control design', 'Data-path design', 'Memory design', 'Styles (e.g., parallel, pipeline, special-purpose)', 'Design** (D.2.2)', 'Methodologies**', 'Representation**'], ['design', 'arithmetic logic unit', 'control design', 'datapath design', 'memory design', 'style eg parallel pipeline specialpurpose', 'design', 'methodology', 'representation']]"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,edition,"[['K.4.4'], ['Electronic Commerce (J.1) (NEW)', 'Cybercash, digital cash (NEW)', 'Distributed commercial transactions (NEW)', 'Electronic data interchange (EDI) (NEW)', 'Intellectual property (NEW)', 'Payment schemes (NEW)', 'Security (NEW)'], ['electronic commerce new', 'cybercash digital cash new', 'distributed commercial transaction new', 'electronic data interchange edi new', 'intellectual property new', 'payment scheme new', 'security new']]"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,iisc bengaluru,"[['D.2.9'], ['Management (K.6.3, K.6.4)', 'Copyrights**', 'Cost estimation', 'Life cycle', 'Productivity', 'Programming teams', 'Software configuration management', 'Software process models (e.g., CMM, ISO, PSP) (NEW)', 'Software quality assurance (SQA)', 'Time estimation'], ['management', 'copyright', 'cost estimation', 'life cycle', 'productivity', 'programming team', 'software configuration management', 'software process model eg cmm iso psp new', 'software quality assurance sqa', 'time estimation']]"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,model,"[['I.5.1'], ['Models', 'Deterministic**', 'Fuzzy set', 'Geometric', 'Neural nets', 'Statistical', 'Structural'], ['model', 'deterministic', 'fuzzy set', 'geometric', 'neural net', 'statistical', 'structural']]"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,survey,"[['G.3'], ['PROBABILITY AND STATISTICS', 'Contingency table analysis (NEW)', 'Correlation and regression analysis (NEW)', 'Distribution functions (NEW)', 'Experimental design (NEW)', 'Markov processes (NEW)', 'Multivariate statistics (NEW)', 'Nonparametric statistics (NEW)', 'Probabilistic algorithms (including Monte Carlo)', 'Queueing theory (NEW)', 'Random number generation', 'Reliability and life testing (NEW)', 'Renewal theory (NEW)', 'Robust regression (NEW)', 'Statistical computing', 'Statistical software', 'Stochastic processes (NEW)', 'Survival analysis (NEW)', 'Time series analysis (NEW)'], ['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']]"
v0_083_indo_russian_joint_call_for_proposals_dst_rfbr,computer,"[['I.5.4'], ['Applications', 'Computer vision', 'Signal processing', 'Text processing', 'Waveform analysis'], ['application', 'computer vision', 'signal processing', 'text processing', 'waveform analysis']]"
v0_083_indo_russian_joint_call_for_proposals_dst_rfbr,engineering,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_083_indo_russian_joint_call_for_proposals_dst_rfbr,fundamental,"[['D.3.3'], ['Language Constructs and Features (E.2)', 'Abstract data types', 'Classes and objects (NEW)', 'Concurrent programming structures', 'Constraints (NEW)', 'Control structures', 'Coroutines', 'Data types and structures', 'Dynamic storage management', 'Frameworks (NEW)', 'Inheritance (NEW)', 'Input/output', 'Modules, packages', 'Patterns (NEW)', 'Polymorphism (NEW)', 'Procedures, functions, and subroutines', 'Recursion'], ['language construct feature', 'abstract data type', 'class object new', 'concurrent programming structure', 'constraint new', 'control structure', 'coroutines', 'data type structure', 'dynamic storage management', 'framework new', 'inheritance new', 'inputoutput', 'module package', 'pattern new', 'polymorphism new', 'procedure function subroutine', 'recursion']]"
v0_084_call_open_for_11th_batch_of_wos_ckiran_ipr,bachelor,"[['B.4.3'], ['Interconnections (Subsystems)', 'Asynchronous/synchronous operation', 'Fiber optics', 'Interfaces', 'Parallel I/O (NEW)', 'Physical structures (e.g., backplanes, cables, chip carriers)**', 'Topology (e.g., bus, point-to-point)'], ['interconnection subsystem', 'asynchronoussynchronous operation', 'fiber optic', 'interface', 'parallel io new', 'physical structure eg backplanes cable chip carrier', 'topology eg bus pointtopoint']]"
v0_084_call_open_for_11th_batch_of_wos_ckiran_ipr,master,"[['B.3.2'], ['Design Styles (D.4.2)', 'Associative memories', 'Cache memories', 'Interleaved memories**', 'Mass storage (e.g., magnetic, optical, RAID) (REVISED)', 'Primary memory', 'Sequential-access memory**', 'Shared memory', 'Virtual memory'], ['design style', 'associative memory', 'cache memory', 'interleaved memory', 'mass storage eg magnetic optical raid revised', 'primary memory', 'sequentialaccess memory', 'shared memory', 'virtual memory']]"
v0_084_call_open_for_11th_batch_of_wos_ckiran_ipr,woman,"[['D.4.6', 'K.6.5'], ['Security and Protection (K.6.5)', 'Access controls', 'Authentication', 'Cryptographic controls', 'Information flow controls', 'Invasive software (e.g., viruses, worms, Trojan horses)', 'Security kernels**', 'Verification**', 'Security and Protection (D.4.6, K.4.2)', 'Authentication', 'Insurance**', 'Invasive software (e.g., viruses, worms, Trojan horses)', 'Physical security**', 'Unauthorized access (e.g., hacking, phreaking) (NEW)'], ['security protection', 'access control', 'authentication', 'cryptographic control', 'information flow control', 'invasive software eg virus worm trojan horse', 'security kernel', 'verification', 'security protection', 'authentication', 'insurance', 'invasive software eg virus worm trojan horse', 'physical security', 'unauthorized access eg hacking phreaking new']]"
v0_085_national_grand_challenge_awards_for_designing_user_friendly_smart_solar_cooking_solutions,design,"[['B.5.1', 'D.2.10'], ['Design', 'Arithmetic and logic units', 'Control design', 'Data-path design', 'Memory design', 'Styles (e.g., parallel, pipeline, special-purpose)', 'Design** (D.2.2)', 'Methodologies**', 'Representation**'], ['design', 'arithmetic logic unit', 'control design', 'datapath design', 'memory design', 'style eg parallel pipeline specialpurpose', 'design', 'methodology', 'representation']]"
v0_085_national_grand_challenge_awards_for_designing_user_friendly_smart_solar_cooking_solutions,feature,"[['I.4.7'], ['Feature Measurement', 'Feature representation (NEW)', 'Invariants', 'Moments', 'Projections', 'Size and shape', 'Texture'], ['feature measurement', 'feature representation new', 'invariant', 'moment', 'projection', 'size shape', 'texture']]"
v0_085_national_grand_challenge_awards_for_designing_user_friendly_smart_solar_cooking_solutions,rural,"[['I.2.3'], ['Deduction and Theorem Proving (F.4.1)', 'Answer/reason extraction', 'Deduction (e.g., natural, rule-based)', 'Inference engines (NEW)', 'Logic programming', 'Mathematical induction', 'Metatheory**', 'Nonmonotonic reasoning and belief revision', 'Resolution', ""Uncertainty, ``fuzzy,'' and probabilistic reasoning""], ['deduction theorem proving', 'answerreason extraction', 'deduction eg natural rulebased', 'inference engine new', 'logic programming', 'mathematical induction', 'metatheory', 'nonmonotonic reasoning belief revision', 'resolution', 'uncertainty fuzzy probabilistic reasoning']]"
v0_085_national_grand_challenge_awards_for_designing_user_friendly_smart_solar_cooking_solutions,volume,"[['I.4.10'], ['Image Representation', 'Hierarchical', 'Morphological', 'Multidimensional', 'Statistical', 'Volumetric'], ['image representation', 'hierarchical', 'morphological', 'multidimensional', 'statistical', 'volumetric']]"
v0_086_india__egypt_call_for_proposal,engineering,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_087_swarnajayanti_fellowships_scheme_2018_19,engineering,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_088_dst_overseas_visiting_fellowship_admissions,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_089_sustainable__innovative_technologies_in_agricultureagro_tech_under_the_scheme_technology_development_programme,give,"[['H.5.2'], ['User Interfaces (D.2.2, H.1.2, I.3.6)', 'Auditory (non-speech) feedback (NEW)', 'Benchmarking (NEW)', 'Ergonomics', 'Evaluation/methodology', 'Graphical user interfaces (GUI) (NEW)', 'Haptic I/O (NEW)', 'Input devices and strategies (e.g., mouse, touchscreen)', 'Interaction styles (e.g., commands, menus, forms, direct manipulation)', 'Natural language (NEW)', 'Prototyping (NEW)', 'Screen design (e.g., text, graphics, color)', 'Standardization (NEW)', 'Style guides (NEW)', 'Theory and methods', 'Training, help, and documentation', 'User-centered design (NEW)', 'User interface management systems (UIMS)', 'Voice I/O (NEW)', 'Windowing systems'], ['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']]"
v0_089_sustainable__innovative_technologies_in_agricultureagro_tech_under_the_scheme_technology_development_programme,supply chain,"[['K.1'], ['THE COMPUTER INDUSTRY', 'Markets', 'Standards', 'Statistics', 'Suppliers'], ['computer industry', 'market', 'standard', 'statistic', 'supplier']]"
v0_090_scheme_for_young_scientists_and_technologists,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_091_chord_nstmis_scheme_call_for_proposals_2018_19,collection,"[['H.3.7'], ['Digital Libraries (NEW)', 'Collection (NEW)', 'Dissemination (NEW)', 'Standards (NEW)', 'Systems issues (NEW)', 'User issues (NEW)'], ['digital library new', 'collection new', 'dissemination new', 'standard new', 'system issue new', 'user issue new']]"
v0_091_chord_nstmis_scheme_call_for_proposals_2018_19,material,"[['G.1.3'], ['Numerical Linear Algebra', 'Conditioning', 'Determinants**', 'Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', 'Error analysis', 'Linear systems (direct and iterative methods)', 'Matrix inversion', 'Pseudoinverses**', 'Singular value decomposition (NEW)', 'Sparse, structured, and very large systems (direct and iterative methods) (REVISED)'], ['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']]"
v0_091_chord_nstmis_scheme_call_for_proposals_2018_19,sponsor,"[['I.3.5'], ['Computational Geometry and Object Modeling', 'Boundary representations', 'Constructive solid geometry (CSG)**', 'Curve, surface, solid, and object representations', 'Geometric algorithms, languages, and systems', 'Hierarchy and geometric transformations', 'Modeling packages', 'Object hierarchies', 'Physically based modeling', 'Splines'], ['computational geometry object modeling', 'boundary representation', 'constructive solid geometry csg', 'curve surface solid object representation', 'geometric algorithm language system', 'hierarchy geometric transformation', 'modeling package', 'object hierarchy', 'physically based modeling', 'spline']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,advance,"[['B.7.1'], ['Types and Design Styles', 'Advanced technologies', 'Algorithms implemented in hardware', 'Gate arrays', 'Input/output circuits', 'Memory technologies', 'Microprocessors and microcomputers', 'Standard cells**', 'VLSI (very large scale integration)'], ['type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,asia,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,building,"[['B.5.3', 'B.4.5', 'B.6.2', 'B.7.3'], ['Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability, Testing, and Fault-Tolerance** (B.8)', 'Built-in tests**', 'Diagnostics**', 'Error-checking**', 'Hardware reliability**', 'Redundant design**', 'Test generation**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**'], ['reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing faulttolerance', 'builtin test', 'diagnostics', 'errorchecking', 'hardware reliability', 'redundant design', 'test generation', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,city,"[['C.0'], ['GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology'], ['general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,design,"[['B.5.1', 'D.2.10'], ['Design', 'Arithmetic and logic units', 'Control design', 'Data-path design', 'Memory design', 'Styles (e.g., parallel, pipeline, special-purpose)', 'Design** (D.2.2)', 'Methodologies**', 'Representation**'], ['design', 'arithmetic logic unit', 'control design', 'datapath design', 'memory design', 'style eg parallel pipeline specialpurpose', 'design', 'methodology', 'representation']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,efficiency,"[['H.3.4'], ['Systems and Software', 'Current awareness systems (selective dissemination of information--SDI)**', 'Distributed systems (NEW)', 'Information networks', 'Performance evaluation (efficiency and effectiveness) (NEW)', 'Question-answering (fact retrieval) systems**', 'User profiles and alert services (NEW)'], ['system software', 'current awareness system selective dissemination informationsdi', 'distributed system new', 'information network', 'performance evaluation efficiency effectiveness new', 'questionanswering fact retrieval system', 'user profile alert service new']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,energy consumption,"[['I.4.3', 'D.2.7'], ['Enhancement', 'Filtering', 'Geometric correction', 'Grayscale manipulation', 'Registration', 'Sharpening and deblurring**', 'Smoothing', 'Distribution, Maintenance, and Enhancement (REVISED)', 'Corrections**', 'Documentation', 'Enhancement**', 'Extensibility**', 'Portability', 'Restructuring, reverse engineering, and reengineering (REVISED)', 'Version control'], ['enhancement', 'filtering', 'geometric correction', 'grayscale manipulation', 'registration', 'sharpening deblurring', 'smoothing', 'distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,environment,"[['I.6.7'], ['Simulation Support Systems', 'Environments'], ['simulation support system', 'environment']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,material,"[['G.1.3'], ['Numerical Linear Algebra', 'Conditioning', 'Determinants**', 'Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', 'Error analysis', 'Linear systems (direct and iterative methods)', 'Matrix inversion', 'Pseudoinverses**', 'Singular value decomposition (NEW)', 'Sparse, structured, and very large systems (direct and iterative methods) (REVISED)'], ['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,percent,"[['I.2.10'], ['Vision and Scene Understanding (I.4.8, I.5)', '3D/stereo scene analysis (NEW)', 'Architecture and control structures**', 'Intensity, color, photometry, and thresholding', 'Modeling and recovery of physical attributes', 'Motion', 'Perceptual reasoning', 'Representations, data structures, and transforms', 'Shape', 'Texture', 'Video analysis (NEW)'], ['vision scene understanding', 'scene analysis new', 'architecture control structure', 'intensity color photometry thresholding', 'modeling recovery physical attribute', 'motion', 'perceptual reasoning', 'representation data structure transforms', 'shape', 'texture', 'video analysis new']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,population,"[['D.2.7'], ['Distribution, Maintenance, and Enhancement (REVISED)', 'Corrections**', 'Documentation', 'Enhancement**', 'Extensibility**', 'Portability', 'Restructuring, reverse engineering, and reengineering (REVISED)', 'Version control'], ['distribution maintenance enhancement revised', 'correction', 'documentation', 'enhancement', 'extensibility', 'portability', 'restructuring reverse engineering reengineering revised', 'version control']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,smart city,"[['C.3'], ['SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS (J.7)', 'Microprocessor/microcomputer applications', 'Process control systems', 'Real-time and embedded systems (REVISED)', 'Signal processing systems', 'Smartcards (NEW)'], ['specialpurpose applicationbased system', 'microprocessormicrocomputer application', 'process control system', 'realtime embedded system revised', 'signal processing system', 'smartcards new']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,urban,"[['H.5.2'], ['User Interfaces (D.2.2, H.1.2, I.3.6)', 'Auditory (non-speech) feedback (NEW)', 'Benchmarking (NEW)', 'Ergonomics', 'Evaluation/methodology', 'Graphical user interfaces (GUI) (NEW)', 'Haptic I/O (NEW)', 'Input devices and strategies (e.g., mouse, touchscreen)', 'Interaction styles (e.g., commands, menus, forms, direct manipulation)', 'Natural language (NEW)', 'Prototyping (NEW)', 'Screen design (e.g., text, graphics, color)', 'Standardization (NEW)', 'Style guides (NEW)', 'Theory and methods', 'Training, help, and documentation', 'User-centered design (NEW)', 'User interface management systems (UIMS)', 'Voice I/O (NEW)', 'Windowing systems'], ['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']]"
