,researcher_name,skills
144,"Sabalowsky, Andrew","{'ha methane hydrogen production', 'xenobiotic molecule', 'expertise anaerobic', 'wave attenuation', 'fluid flow', 'prior expertise', 'anaerobic process', 'specifically relate bioremediation hazardous xenobiotic molecule biofuel production', 'sabalowsky prior', 'technology centered', 'microbial fuel cell', 'microbial fuel', 'solar chimney', 'specifically relate', 'renewable energy technology centered fluid flow', 'micro wind', 'relate bioremediation', 'dr sabalowsky prior expertise anaerobic process', 'product recently', 'fermentable product', 'centered fluid', 'biofuel production', 'renewable energy', 'molecule biofuel', 'ha methane', 'wind turbine', 'fermentable product recently', 'dr sabalowsky', 'energy technology', 'methane hydrogen', 'micro wind turbine', 'hazardous xenobiotic', 'hydrogen production', 'fuel cell', 'bioremediation hazardous'}"
145,"Sadati, Monirosadat (Sanaz)","{'inspired biomechanics', 'study self', 'water remediation name many application', 'sadati lab', 'response external', 'phd', 'emphasis anisotropic component capable leading new', 'name many', 'controlled release vicinity cell', 'pursue bottom', 'external stimulus', 'controlled cargo transport', 'realistic condition', 'biosensing common', 'active micromotors', 'harvard', 'application including', 'efficiently realistic', 'broad range', 'motion propulsion', 'micro rheology', 'material science', 'dynamic', 'cargo transport', 'many application', 'regulate self', 'transduce local', 'microswimmers complex', 'energy directed', 'time structure', 'water remediation', 'artificial active', 'engineer responsive material unique architectural feature designed broad range application including tissue engineering', 'chicago', 'bottom approach', 'feature designed', 'including tissue', 'stimulus inspired', 'move complex', 'ability convert', 'biomechanics nature', 'property systematic', 'rheology microswimmers', 'controlled cargo', 'actuation', 'polymer engineering', 'real time structure rheology', 'common feature', 'systematic study', 'macroscopic property', 'artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading', 'directed motion', 'convert energy', 'local energy', 'propulsion artificial', 'eth zurich', 'drug delivery', 'drug loading', 'environment explore', 'tunable macroscopic', 'january postdoctoral associate', 'propulsion response', 'architectural feature', 'self propulsion', 'component capable', 'controlled release', 'leading new', 'energy motion', 'lab pursue', 'micromotors move', 'release vicinity', 'micromachines navigate', 'assembly soft', 'developed transduce', 'application drug', 'among natural', 'feature among', 'motion regulate', 'engineer responsive', 'microswimmers bacteria', 'topological defect', 'postdoctoral associate', 'tunable macroscopic property systematic study self assembly', 'unique architectural', 'self assembly soft material', 'approach study', 'navigate efficiently', 'range application', 'autonomous micromachines', 'self assembly', 'tissue engineering', 'explore micro', 'capable leading', 'bacteria ability', 'envisioned broad', 'structure rheology', 'emphasis anisotropic', 'sadati lab pursue bottom approach study structure', 'micromotors developed', 'material unique', 'amirkabir technology', 'biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature', 'environment design', 'vicinity cell', 'soft material', 'anisotropic component', 'designed broad', 'january postdoctoral', 'complex environment', 'responsive material', 'micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation', 'assistant professor', 'design autonomous', 'natural microswimmers', 'condition operation', 'study structure', 'micromotors envisioned', 'real time', 'artificial micromotors', 'remediation name'}"
146,"Sahin, Alphan ","{'signal processing', 'wireless communication'}"
147,"Santi, Enrico","{'come contact power electronics thanks power electronics', 'delivered maximum', 'delivered maximum efficiency', 'based modeling', 'electronic device', 'modeling power', 'come contact', 'test bed', 'tool rapid', 'electrical system', 'swearingenroom main streetcolumbia', 'advanced electrical', 'use everyday', 'physic based', 'interaction power', 'power electronic', 'thanks power', 'control simulation advanced electrical power distribution system', 'loop simulation', 'etc hardware loop simulation electrical system', 'contact power', 'power distribution', 'make hole cordless drill', 'bed support', 'simulation advanced', 'saber', 'santi long', 'current modeling', 'simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice', 'virtual test', 'talk type telephone', 'minimal weight', 'size minimal', 'run thing', 'etc hardware', 'hole cordless', 'distribution system', 'area power', 'control simulation', 'language spice', 'acsl', 'smallest size minimal weight current modeling', 'simulation electrical', 'filtered', 'weight current', 'thing use', 'electrical power', 'based tool', 'particular involved', 'smallest size', 'device particular', 'electronics may', 'electronics thanks', 'power electronics', 'system power', 'talk type', 'simulation based', 'cook microwave', 'make hole', 'electronics think', 'involved development', 'swearingenroom main', 'power system', 'physic based modeling power semiconductor device particular involved development virtual test bed', 'simulation language', 'hardware loop', 'sc santi', 'needed run', 'semiconductor device', 'power semiconductor', 'support input', 'multiple simulation', 'prototyping power', 'may interaction', 'long term', 'think drive', 'everyday processed', 'cordless drill', 'sc santi long term area power electronics may interaction power electronics think drive car', 'input multiple', 'drive car', 'use computer', 'type telephone', 'electricity needed run thing use everyday processed', 'main streetcolumbia', 'rapid prototyping', 'development virtual', 'electricity needed', 'listen stereo', 'maximum efficiency', 'term area', 'device test'}"
148,"Sasanakul, Inthuorn",{'geotechnical engineering'}
149,"Schooley, Benjamin","{'health informatics', 'design science', 'health'}"
150,"Shazly, Tarek ","{'predictive computational', 'area experimental', 'new technology', 'device degradation', 'inherent complexity', 'mechanical model', 'local environment', 'explain intra', 'soft tissue', 'specific phenomenon', 'impactful term', 'engineered blood', 'native engineered', 'mechanically mediated', 'model design', 'steadily evolved', 'model clearly', 'disease state', 'development finite', 'engineering vascular', 'needed design', 'require predictive', 'safe introduction', 'publication area', 'providing data', 'risk new', 'vascular tissue', 'enhance adhesion', 'vascular cell', 'strength without', 'applying continuum', 'engineered construct', 'tissue material', 'continued advancement', 'data model', 'tissuesmy early', 'tissue specific', 'quantifying local', 'implanted polymeric', 'novel design', 'power strategy', 'requiring consideration', 'understudied yet', 'wa focused', 'study native', 'focused development', 'device degradation erosion kinetics accommodate inherent complexity face rapid device development', 'material design', 'modeling endovascular', 'erosion kinetics', 'compromising material', 'typically requiring', 'modeling endovascular technologiesendovascular technology drug eluting stent', 'tissue engineered', 'sealant application', 'providing basis', 'critical region', 'focused understanding', 'technology drug', 'face rapid', 'action potential', 'previously understudied', 'computational model', 'continuum mechanical', 'construct exhibit', 'application area', 'area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first', 'interaction implanted', 'sealant performance', 'identification constitutive', 'purpose optimizing', 'degradation erosion', 'introduction clinical', 'evaluate emergent device', 'understanding mechanically', 'based computational', 'work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state', 'material interaction', 'impacted field', 'performance publication', 'established novel', 'complexity face', 'cell normal', 'material biocompatibility', 'optimize', 'material system', 'clinical practice', 'drug coated balloon steadily evolved past year multidisciplinary approach needed design', 'vessel variation', 'kinetics accommodate', 'drug coated', 'without compromising', 'circulatory system', 'experimental theoretical', 'related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization', 'distinct way', 'facilitate continued', 'emergent device', 'tissue remodeling', 'interaction purpose', 'endovascular technology', 'basis engineering', 'drug eluting', 'rapid device', 'understanding mechanically mediated vascular tissue remodeling', 'exhibit enhanced', 'tissue substitute', 'strategy facilitate', 'material mechanic', 'understanding soft', 'generalized across', 'erodible scaffold', 'variation geometry', 'nearly require', 'across material', 'provided initial', 'technology safe', 'strategy generalized', 'tissue essential', 'accommodate inherent', 'introducing tissue', 'design strategy', 'typically requiring consideration hemodynamics', 'regulatory agency', 'clearly explain', 'field two', 'way first', 'year multidisciplinary', 'material soft', 'area impactful', 'ha focused', 'emerged line', 'expect nearly', 'advanced material', 'provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second', 'deployment strategy', 'strategy enhance', 'device development', 'environment mechanosensitive', 'potential risk', 'polymeric material', 'soft tissuesmy', 'phenomenon exploited', 'design deployment', 'system surgical', 'related publication', 'adhesion strength', 'term providing', 'property', 'explain mechanism', 'publication emerged', 'area characterization', 'normal disease', 'two distinct', 'begun expect', 'biomechanical study', 'model previously', 'consideration hemodynamics', 'vesselsthe identification', 'past year', 'introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute', 'eluting stent', 'essential quantifying', 'evolved past', 'early work', 'demonstration adhesion', 'matrix elaboration', 'element based', 'yet critical', 'composition', 'intra vessel', 'mediated vascular', 'line inquiry', 'providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system', 'drug pharmacokinetics', 'multidisciplinary approach', 'approach needed', 'practice area', 'agency begun', 'optimizing surgical', 'endovascular technologiesendovascular', 'enhanced matrix', 'meet field', 'thus potential', 'model vascular', 'adhesion tissue', 'elaboration thus', 'assessment', 'initial demonstration', 'surgical sealant', 'region circulatory', 'vascular substitute', 'constitutive mechanical', 'publication established', 'coated balloon', 'field demand', 'substitute publication', 'area interaction', 'technologiesendovascular technology', 'finite element', 'applying continuum mechanical principle explain intra vessel variation geometry', 'principle explain', 'mechanism action', 'technology meet', 'regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand', 'advancement endovascular', 'theoretical biomechanical', 'inquiry impacted', 'exploited advanced', 'mechanical principle', 'work wa', 'evaluate emergent', 'potential vascular', 'design second', 'balloon steadily', 'blood vesselsthe', 'work ha', 'biocompatibility power', 'mechanosensitive vascular'}"
151,"Shepherd, Jeremiah","{'shepherd teach', 'csce course', 'teach csce', 'jj shepherd teach csce course', 'jj shepherd'}"
152,"Sheth, Amit","{'knowledgeinfused learning', 'semantic cognitive perceptual comput', 'artificial intelligence', 'knowledge graph', 'perceptual comput', 'smart data', 'big smart data', 'semantic cognitive', 'big smart', 'cognitive perceptual'}"
153,"Shimpalee, Sirivatch","{'particularly transport', 'temperature thermal', 'multi dimensional', 'area renewable', 'energy including', 'bradley', 'expertise use', 'complex system', 'shimpalee current', 'current area', 'horizon main', 'thermal system', 'sc', 'dimensional modeling', 'multi scale', 'main streetcolumbia', 'horizon main streetcolumbia', 'system particularly', 'including fuel', 'energy storage', 'scale multi', 'combine electrochemistry', 'transport phenomenon', 'use multi', 'renewable energy', 'shimpalee current area renewable energy including fuel cell', 'bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon', 'high temperature thermal system', 'electrochemistry understand', 'columbia', 'modeling combine', 'physic inside', 'bioenergy expertise', 'understand physic', 'chiang mai', 'inside complex', 'thailand', 'high temperature', 'fuel cell'}"
154,"Simin, Grigory","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
155,"Smoak, Wilson","{'recently intel', 'instructor coordinator', 'smoak instructor', 'electrical engineering', 'successful career', 'design course', 'following successful', 'capstone design', 'career design', 'elct electrical', 'design digital', 'digital electronics', 'coordinator capstone', 'engineering department', 'wilson smoak', 'elct electrical engineering department', 'following successful career design digital electronics', 'wilson smoak instructor coordinator capstone design course'}"
156,"Sockalingam, Subramani ","{'composite', 'experimental mechanic', 'computational mechanic', 'finite element', 'element analysis', 'finite element analysis'}"
157,"Spinale, Frank G.","{'nih small', 'american heart', 'phd', 'nationally internationally', 'peer reviewed', 'understanding potential', 'microfluidics delivery', 'reviewed publication', 'cardiovascular translational', 'md', 'directed translational', 'technology transfer', 'grant develop', 'remodeling particular', 'renowned cardiovascular', 'advance understanding', 'pioneered various', 'patient also', 'business technology', 'working collaborate', 'several professional', 'francis spinale', 'delivery system', 'association american', 'ha pioneered various project cardiac working collaborate department faculty som va', 'particular focus', 'consultant various', 'professional society', 'main cause death disability', 'microdialysis microfluidics', 'company credit', 'area cardiovascular', 'two decade', 'cardiac surgery', 'invited present', 'fellow several', 'various pharmaceutical', 'heart association', 'translational center', 'clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally', 'collaborate department', 'major cause', 'journal consultant', 'also ha', 'biotechnology company', 'study ha', 'cause death', 'including american heart association american college cardiology ha invited present nationally internationally major scientific meeting', 'upon heart', 'congress conference', 'past two', 'ha pioneered', 'prestigious scientific', 'death disability', 'seven prestigious', 'leading cardiovascular', 'cardiology ha', 'past two decade mechanistic', 'also entrepreneur', 'various project', 'also ha peer reviewed publication leading cardiovascular journal fellow several professional society', 'working advance', 'cardiovascular journal', 'decade mechanistic', 'ditorial board', 'system cardiac', 'conference dr', 'cardiovascular remodeling', 'potential treatment', 'department faculty', 'company biotechnology', 'faculty som', 'translational', 'spinale director', 'director cardiovascular', 'patent nih', 'failure patient', 'small business', 'translational effort', 'ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure', 'surgery additionally', 'including american', 'som va', 'college cardiology', 'ha working', 'cause heart', 'ha directed', 'board seven', 'serf ditorial', 'internationally renowned', 'focus upon', 'congress conference dr spinale director cardiovascular translational center', 'treatment major', 'ha peer', 'thematic area', 'internationally renowned cardiovascular scientist', 'develop microdialysis', 'cardiovascular scientist', 'heart failure', 'dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit', 'transfer grant', 'publication leading', 'journal fellow', 'spinale serf', 'dr spinale', 'clinical study', 'present nationally', 'entrepreneur patent', 'cardiac working', 'ha invited', 'main cause', 'major scientific', 'pharmaceutical company', 'scientific meeting', 'project cardiac', 'effort thematic', 'scientific journal', 'american college', 'internationally major'}"
158,"Srivastava, Biplav","{'smarter city', 'artificial intelligence', 'smarter city water', 'city water', 'service', 'traffic', 'health'}"
159,"Stanford, Thomas G.","{'engineering centerroom', 'main streetcolumbia', 'math', 'centerroom main', 'sc', 'engineering centerroom main streetcolumbia', 'michigan'}"
160,"Stiffler, Nick",{'robotics'}
161,"Sudarshan, Tangali S.","{'main streetcolumbia', 'sc sudarshan', 'sc sudarshan specialization', 'swearingenroom main streetcolumbia', 'sudarshan specialization', 'swearingenroom main'}"
162,"Summers, Bill ","{'addition program', 'annual hydrogen', 'program analyze', 'utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently', 'hydrogen storage', 'recently served', 'national workshop', 'served chairman', 'standard metal', 'extensive experience', 'oit industry', 'doe oit', 'also member', 'ha led', 'nuclear energy', 'meeting focused', 'hydride storage', 'help establish', 'first hydrogen', 'vehicle commercial', 'charter member', 'world largest', 'also managed', 'industry future', 'focused hydrogen', 'project develop', 'manager hydrogen', 'plan nuclear', 'technology wa', 'first commercial', 'material associated', 'commercial service', 'hydrogen electric', 'technology center', 'technology involves', 'largest onboard', 'principal investigator', 'analyze develop', 'involves engineering', 'vehicle project', 'member recently', 'river company', 'storage workshop', 'hydrogen production', 'world first', 'container hydrogen', 'first annual', 'transfer enhancement', 'transit bus', 'summer also', 'storage bed', 'led numerous', 'develop industrial', 'program management', 'since dr', 'energy system', 'hybrid hydrogen', 'enhancement currently', 'vehicle using', 'hydrogen vehicle', 'major national', 'cell propulsion', 'chairman first', 'study assess', 'dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance', 'development world', 'engineering hydrogen', 'member site', 'propulsion institute', 'bus bus', 'first hybrid', 'storage dr', 'site representative', 'field advanced', 'program within', 'investigator three', 'using solid', 'bus wa', 'industrial fuel', 'establish plan', 'including year', 'ha westinghouse', 'summer principal', 'commercial code', 'solid state', 'wa program', 'science technology doe ne addition program management', 'national working', 'associated technology', 'storage material', 'system dr', 'utilized world', 'including heat', 'including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association', 'fuel cell', 'hydrogen association', 'center srtc', 'cell vehicle', 'development mathematical', 'funded doe', 'code standard', 'workshop help', 'new product', 'model analyze', 'national hydrogen', 'bed performance', 'experience field', 'development project', 'board director', 'representative national', 'doe office', 'ne addition', 'science technology', 'hydride container', 'dr summer', 'heat transfer', 'mining vehicle', 'nuclear hydrogen', 'year study', 'dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy', 'technology doe', 'also co', 'storage system', 'development hydrogen', 'numerous program', 'hydrogen technology', 'summer ha', 'hydrogen program', 'involved development', 'managed project', 'mathematical model', 'system ha', 'developing first', 'experience new', 'institute board', 'analyze bed', 'national meeting', 'srtc ha', 'assess feasibility', 'managed fuel', 'represents srtc fuel cell propulsion institute board director', 'river technology', 'office nuclear', 'represents srtc', 'electric transit', 'wa first', 'including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service', 'charter member recently served chairman first annual hydrogen storage workshop', 'organized managed', 'manager development', 'cell mining', 'bed development', 'project funded', 'savannah river', 'wsrc since', 'metal hydride', 'three year', 'chairman national', 'major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne', 'feasibility nuclear', 'develop emerging', 'savannah river technology center srtc ha extensive experience new product development project management', 'chaired national', 'co chaired', 'summer manager', 'dr summer manager hydrogen program within hydrogen technology laboratory', 'project management', 'within hydrogen', 'emerging technology', 'also organized', 'advanced energy', 'group developing', 'production doe', 'westinghouse savannah', 'technology laboratory', 'summer involved', 'onboard metal', 'program manager', 'currently chairman', 'program currently', 'ha extensive', 'state hydrogen', 'product development', 'storage also', 'future program', 'working group', 'company wsrc', 'doe ne', 'year experience', 'srtc fuel'}"
163,"Sur, Sanjib ","{'terahertz', 'wireless networking', 'millimeterwave', 'mobile computing'}"
164,"Sutton, Michael","{'application integral', 'experimental mechanic', 'modeling cracked', 'method experimental', 'integral method', 'fracture mechanic', 'application integral method experimental mechanic', 'element modeling', 'image processing', 'cracked body', 'finite element', 'dr sutton coherent incoherent optic application', 'coherent incoherent', 'digital image', 'valve problem', 'sutton coherent', 'plastic fracture mechanic', 'dr sutton', 'boundary valve', 'optic application', 'finite element modeling cracked body', 'incoherent optic', 'plastic fracture', 'boundary valve problem', 'computer vision', 'digital image processing'}"
165,"Taheri-Qazvini, Nader ","{'glassy dynamic', 'material', 'polymer science', 'hybrid material', 'soft matter'}"
166,"Tan, Wenbin",{'vascular biology'}
167,"Tang, Chuanbing","{'polymer', 'biomaterials'}"
168,"Tang, Jijun","{'game', 'algorithm', 'computational biology'}"
169,"Thatcher, Matt E. ","{'examines strategic economic impact information technology focus four theme value', 'policy design', 'information technology', 'cost information', 'economic impact', 'technology focus', 'patent policy', 'social cost', 'strategic economic', 'focus four', 'offshoring', 'four theme', 'impact information', 'social cost information privacy', 'theme value', 'software patent', 'examines strategic', 'information privacy', 'software patent policy design'}"
170,"Tong, Yan","{'interaction including', 'vision pattern', 'professor tong focus computer vision pattern recognition especially human computer interaction including limited', 'especially human', 'recognition especially', 'human computer', 'tong focus', 'including limited', 'professor tong', 'computer interaction', 'pattern recognition', 'computer vision', 'focus computer'}"
171,"Tooren, Michel  van","{'alternative aircraft concept', 'engineering road', 'road vehicle', 'knowledge based engineering', 'system engineering road vehicle aerodynamics', 'vehicle aerodynamics', 'design automation', 'system engineering', 'tooren design', 'aircraft concept', 'knowledge based', 'based engineering', 'alternative aircraft', 'van tooren', 'composite aircraft', 'dr van tooren design automation', 'aircraft fuselage', 'dr van', 'composite aircraft fuselage', 'aircraft certification'}"
172,"Uline, Mark J.","{'nucleation', 'thermodynamics', 'statistical mechanic', 'biophysics', 'soft matter'}"
173,"Valafar, Homayoun","{'artificial intelligence', 'machine learning', 'neural information', 'computational biology', 'information processing', 'neural information processing', 'bioinformatics'}"
174,"Valtorta, Marco",{'artificial intelligence'}
175,"Van Brunt, Vincent","{'carnegie mellon', 'tennessee', 'ph', 'polytechnic'}"
176,"Vargas, Juan","{'dr vargas adjunct professor computer science engineering department', 'science engineering', 'computer science', 'dr vargas', 'vargas adjunct', 'professor computer', 'adjunct professor', 'engineering department'}"
177,"Vidal, Jose M. ","{'artificial intelligence', 'distributed system', 'multiagent system', 'agentbased modeling'}"
178,"Viparelli, Enrica","{'present associate', 'columbia', 'environmental engineering', 'civil environmental', 'present associate professor', 'assistant professor', 'associate professor', 'civil environmental engineering'}"
179,"Vitzilaios, Nikolaos (Nikos)","{'perception autonomous navigation mobile robot', 'autonomous navigation', 'area autonomous', 'automation', 'intelligent system', 'vitzilaios broad', 'dr vitzilaios', 'aircraft system', 'broad area', 'operational autonomy', 'autonomous unmanned', 'field robotics', 'system robotics', 'perception autonomous', 'mobile robot', 'unmanned aircraft system uas', 'machine learning', 'robot team', 'unmanned aircraft', 'unmanned system', 'system uas', 'navigation mobile', 'dr vitzilaios broad area autonomous unmanned system robotics', 'control system', 'mechatronics'}"
180,"Vogt, Thomas","{'physic', 'material science', 'chemistry'}"
181,"Wang, Guiren","{'labonachip', 'turbulence mixing', 'cancer detection', 'superresolution imaging', 'micronanofluidics'}"
182,"Wang, Guoan","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
183,"Wang, Song","{'machine learning', 'computer vision', 'image processing'}"
184,"Wang, Xiaofeng","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
185,"Wang, Yi","{'multiphysics multiscale', 'reduced order', 'engineering intelligencel', 'term goal', 'cell enrichment', 'discovery', 'vitae pdf', 'system engineering', 'high fidelity', 'including model', 'pant j klarmannc', 'analysis optimization', 'control data', 'modeling multidisciplinary', 'physic based', 'cfd fem', 'parameter estimation', 'spiral inertial', 'multi fidelity', 'wang', 'curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering', 'free mesenchymal', 'lai', 'data driven', 'goal towards', 'scale system', 'pdf imsel', 'specific focus', 'rosanoa', 'structural interaction', 'process control', 'j klarmannc', 'trade space exploration', 'space exploration', 'integration massive', 'pant j', 'modeling real', 'control synthesis', 'microfluidics nanofluidics', 'label free', 'curriculum vitae', 'large scale', 'fidelity surrogate', 'system level', 'time data', 'green computing visualization system engineering microfluidics nanofluidics', 'j garsona', 'order modeling', 'model development', 'trade space', 'time simulation', 'hardware development', 'science engineering', 'visualization system', 'high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation', 'towards engineering', 'model integration', 'including engineering', 'machine learning', 'mesenchymal stem', 'based adaptive', 'marrow spiral', 'imsel labdr', 'large scale system level simulation', 'label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics', 'computational data', 'including fluid', 'cd application', 'fidelity multiphysics', 'data mining', 'enabled science', 'experimentation', 'among others specific focus physic based adaptive modeling', 'analysis reduced', 'green computing', 'surrogate modeling', 'process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization', 'intelligencel lee', 'data enabled', 'enrichment bone', 'including fluid structural interaction', 'additive manufacturing', 'multidisciplinary analysis', 'modeling closed', 'data analytics', 'thermal energy management', 'analytical method', 'form modeling', 'level simulation', 'including engineering data mining', 'inertial microfluidics', 'labdr wang', 'prabhakarpandiana', 'stem cell', 'adaptive model', 'application multiphysics', 'multiphysics cfd', 'adaptive modeling', 'adaptive model integration massive real time data analytics', 'long term', 'energy management', 'among others', 'wang computational', 'uncertainty quantification', 'computing visualization', 'engineering microfluidics', 'massive real', 'thermal energy', 'fem analysis', 'engineering cd', 'alvarez', 'system design', 'driven multi', 'bone marrow', 'closed form', 'management', 'engineering data', 'including model development', 'long term goal towards engineering intelligencel lee', 'real time', 'others specific', 'fluid structural', 'focus physic', 'multiscale system'}"
186,"Wei, Xiaojun","{'biosensor', 'biomedical engineering', 'functional nanoparticles', 'nanopore'}"
187,"Wells, James R.","{'african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec', 'investigate marker', 'expression type', 'specimen purpose', 'tissue specimen', 'african american', 'head neck', 'negative cancer', 'predict gene', 'campusbld garner', 'biomarkers pathway', 'patient biomarkers', 'specimen investigate', 'different hpv', 'american european', 'hnscc tumor', 'gene therapy', 'resected tissue', 'recurrent squamous', 'rdprofessor well', 'study determine', 'school medicineva', 'well clinical', 'tumor specimen', 'neck clinical', 'clinical cancer', 'cancer dec', 'garner ferry', 'may different', 'specific pathway', 'clinical focus', 'pathway tumor', 'european american', 'hpv positive', 'american patient', 'efficacy recurrent', 'particular attention', 'carcinoma head', 'marker specific', 'analysis hpv', 'cell carcinoma', 'hpv infection', 'biomarkers predict', 'focus analysis', 'determine presence', 'medicineva campusbld', 'attention biomarkers', 'squamous cell', 'particular attention biomarkers pathway may different hpv positive hpv negative cancer', 'hpv negative', 'school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence', 'therapy efficacy', 'expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development', 'positive hpv', 'type hpv', 'tumor development', 'ferry rdprofessor', 'hpv hnscc', 'infection freshly', 'purpose study', 'freshly resected', 'pathway may'}"
188,"White, Ralph E.","{'dr whiteph', 'cv dr', 'california berkeley', 'cv dr whiteph'}"
